Symbol,Name,IPOYear,Sector,industry,primaryExchange,secType,currency,exchange,priceIncrement
INVH,Invitation Homes Inc.,2017,Finance,Real Estate,NYSE,STK,USD,,
IO,Ion Geophysical Corporation,,Energy,Oil & Gas Production,NYSE,STK,USD,,
IQV,"IQVIA Holdings, Inc.",2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NYSE,STK,USD,,
IRM,Iron Mountain Incorporated,,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
IRS,IRSA Inversiones Y Representaciones S.A.,,Consumer Services,Homebuilding,NYSE,STK,USD,,
ICL,Israel Chemicals Shs,2014,Basic Industries,Agricultural Chemicals,NYSE,STK,USD,,
STAR          ,iStar Inc.,,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
ITCB,Ita? CorpBanca,,Finance,Commercial Banks,NYSE,STK,USD,,
ITUB,Itau Unibanco Banco Holding SA,,Finance,Major Banks,NYSE,STK,USD,,
ITT,ITT Inc.,2011,Capital Goods,Fluid Controls,NYSE,STK,USD,,
IVH,Ivy High Income Opportunities Fund,2013,n/a,n/a,NYSE,STK,USD,,
JPM,J P Morgan Chase & Co,,Finance,Major Banks,NYSE,STK,USD,,
JAX,"J. Alexander&#39;s Holdings, Inc.",2015,Consumer Services,Restaurants,NYSE,STK,USD,,
JILL,"J. Jill, Inc.",2017,Consumer Non-Durables,Apparel,NYSE,STK,USD,,
JCP,"J.C. Penney Company, Inc. Holding Company",,Consumer Services,Department/Specialty Retail Stores,NYSE,STK,USD,,
SJM,J.M. Smucker Company (The),,Consumer Non-Durables,Packaged Foods,NYSE,STK,USD,,
JBL,Jabil Inc.,1993,Technology,Electrical Products,NYSE,STK,USD,,
JEC,Jacobs Engineering Group Inc.,,Basic Industries,Military/Government/Technical,NYSE,STK,USD,,
JAG,Jagged Peak Energy Inc.,2017,Energy,Oil & Gas Production,NYSE,STK,USD,,
JHX,James Hardie Industries plc.,,Capital Goods,Building Materials,NYSE,STK,USD,,
JHG,Janus Henderson Group plc,2017,Finance,Investment Managers,NYSE,STK,USD,,
JOF,Japan Smaller Capitalization Fund Inc,1990,n/a,n/a,NYSE,STK,USD,,
JBGS,JBG SMITH Properties,2017,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
JEF,Jefferies Financial Group Inc.,,Consumer Non-Durables,Meat/Poultry/Fish,NYSE,STK,USD,,
JELD,"JELD-WEN Holding, Inc.",2017,Basic Industries,Forest Products,NYSE,STK,USD,,
JCAP,"Jernigan Capital, Inc.",2015,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
JT,Jianpu Technology Inc.,2017,Technology,"Computer Software: Programming, Data Processing",NYSE,STK,USD,,
JKS,JinkoSolar Holding Company Limited,2010,Technology,Semiconductors,NYSE,STK,USD,,
JMP,JMP Group LLC,2007,Finance,Investment Bankers/Brokers/Service,NYSE,STK,USD,,
JMPB,JMP Group LLC,,Finance,Investment Bankers/Brokers/Service,NYSE,STK,USD,,
JMPD,JMP Group LLC,2017,Finance,Investment Bankers/Brokers/Service,NYSE,STK,USD,,
JBT,John Bean Technologies Corporation,,Technology,Industrial Machinery/Components,NYSE,STK,USD,,
BTO,John Hancock Financial Opportunities Fund,1994,n/a,n/a,NYSE,STK,USD,,
HEQ,John Hancock Hedged Equity & Income Fund,2011,n/a,n/a,NYSE,STK,USD,,
JHS,John Hancock Income Securities Trust,,n/a,n/a,NYSE,STK,USD,,
JHI,John Hancock Investors Trust,,n/a,n/a,NYSE,STK,USD,,
HPF,John Hancock Pfd Income Fund II,2002,n/a,n/a,NYSE,STK,USD,,
HPI,John Hancock Preferred Income Fund,2002,n/a,n/a,NYSE,STK,USD,,
HPS,John Hancock Preferred Income Fund III,2003,n/a,n/a,NYSE,STK,USD,,
PDT,John Hancock Premium Dividend Fund,,n/a,n/a,NYSE,STK,USD,,
HTD,John Hancock Tax Advantaged Dividend Income Fund,2004,n/a,n/a,NYSE,STK,USD,,
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,,n/a,n/a,NYSE,STK,USD,,
JNJ,Johnson & Johnson,,Health Care,Major Pharmaceuticals,NYSE,STK,USD,,
JCI,Johnson Controls International plc,,Consumer Services,Other Consumer Services,NYSE,STK,USD,,
JONE,"Jones Energy, Inc.",2013,Energy,Oil & Gas Production,NYSE,STK,USD,,
JLL,Jones Lang LaSalle Incorporated,,Finance,Real Estate,NYSE,STK,USD,,
JMEI,Jumei International Holding Limited,2014,Consumer Services,Other Specialty Stores,NYSE,STK,USD,,
JNPR,"Juniper Networks, Inc.",1999,Technology,Computer Communications Equipment,NYSE,STK,USD,,
JP,Jupai Holdings Limited,2015,Consumer Services,Other Consumer Services,NYSE,STK,USD,,
JE,"Just Energy Group, Inc.",,Public Utilities,Oil/Gas Transmission,NYSE,STK,USD,,
LRN,K12 Inc,,Consumer Services,Other Consumer Services,NYSE,STK,USD,,
KAI,Kadant Inc,,Technology,Industrial Machinery/Components,NYSE,STK,USD,,
KDMN,"Kadmon Holdings, Inc.",2016,Health Care,Major Pharmaceuticals,NYSE,STK,USD,,
KAMN,Kaman Corporation,,Consumer Durables,Industrial Specialties,NYSE,STK,USD,,
KSU,Kansas City Southern,,Transportation,Railroads,NYSE,STK,USD,,
KS,KapStone Paper and Packaging Corporation,,Basic Industries,Paper,NYSE,STK,USD,,
KAR,"KAR Auction Services, Inc",2009,Consumer Durables,Automotive Aftermarket,NYSE,STK,USD,,
KED,Kayne Anderson Energy Development Company,2006,n/a,n/a,NYSE,STK,USD,,
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",2005,n/a,n/a,NYSE,STK,USD,,
KMF,"Kayne Anderson Midstream Energy Fund, Inc",2010,n/a,n/a,NYSE,STK,USD,,
KYN,Kayne Anderson MLP Investment Company,2004,n/a,n/a,NYSE,STK,USD,,
KB,KB Financial Group Inc,,Finance,Commercial Banks,NYSE,STK,USD,,
KBH,KB Home,1986,Capital Goods,Homebuilding,NYSE,STK,USD,,
KBR,"KBR, Inc.",2006,Basic Industries,Military/Government/Technical,NYSE,STK,USD,,
KAP,"KCAP Financial, Inc.",,n/a,n/a,NYSE,STK,USD,,
FRAC,"Keane Group, Inc.",2017,Energy,Oilfield Services/Equipment,NYSE,STK,USD,,
K,Kellogg Company,,Consumer Non-Durables,Packaged Foods,NYSE,STK,USD,,
KEM,Kemet Corporation,,Capital Goods,Electrical Products,NYSE,STK,USD,,
KMPA,Kemper Corporation,2014,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
KMPR,Kemper Corporation,,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
KMT,Kennametal Inc.,,Capital Goods,Industrial Machinery/Components,NYSE,STK,USD,,
KW,Kennedy-Wilson Holdings Inc.,,Finance,Real Estate,NYSE,STK,USD,,
KEN,Kenon Holdings Ltd.,2015,Public Utilities,Electric Utilities: Central,NYSE,STK,USD,,
KEG,"Key Energy Services, Inc.",2016,Energy,Oilfield Services/Equipment,NYSE,STK,USD,,
KEY,KeyCorp,,Finance,Major Banks,NYSE,STK,USD,,
KEYS,Keysight Technologies Inc.,2014,Capital Goods,Industrial Machinery/Components,NYSE,STK,USD,,
KRC,Kilroy Realty Corporation,1997,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
KRP,Kimbell Royalty Partners,2017,Energy,Oil & Gas Production,NYSE,STK,USD,,
KMB,Kimberly-Clark Corporation,,Consumer Durables,Containers/Packaging,NYSE,STK,USD,,
KIM,Kimco Realty Corporation,,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
KMI,"Kinder Morgan, Inc.",2011,Public Utilities,Natural Gas Distribution,NYSE,STK,USD,,
KND,"Kindred Healthcare, Inc.",,Health Care,Hospital/Nursing Management,NYSE,STK,USD,,
KFS,"Kingsway Financial Services, Inc.",,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
KGC,Kinross Gold Corporation,,Basic Industries,Precious Metals,NYSE,STK,USD,,
KEX,Kirby Corporation,,Consumer Services,Marine Transportation,NYSE,STK,USD,,
KL,Kirkland Lake Gold Ltd.,,Basic Industries,Precious Metals,NYSE,STK,USD,,
KRG,Kite Realty Group Trust,2004,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
KKR,KKR & Co. L.P.,,Finance,Investment Managers,NYSE,STK,USD,,
KIO,KKR Income Opportunities Fund,2013,n/a,n/a,NYSE,STK,USD,,
KREF,KKR Real Estate Finance Trust Inc.,2017,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
KMG,"KMG Chemicals, Inc.",,Basic Industries,Major Chemicals,NYSE,STK,USD,,
KNX,"Knight Transportation, Inc.",2017,Transportation,Trucking Freight/Courier Services,NYSE,STK,USD,,
KNL,"Knoll, Inc.",2004,Consumer Durables,Office Equipment/Supplies/Services,NYSE,STK,USD,,
KNOP,KNOT Offshore Partners LP,2013,Consumer Services,Marine Transportation,NYSE,STK,USD,,
KN,Knowles Corporation,2014,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE,STK,USD,,
KSS,Kohl&#39;s Corporation,1992,Consumer Services,Department/Specialty Retail Stores,NYSE,STK,USD,,
PHG,Koninklijke Philips N.V.,,Energy,Consumer Electronics/Appliances,NYSE,STK,USD,,
KOP,Koppers Holdings Inc.,2006,Basic Industries,Forest Products,NYSE,STK,USD,,
KEP,Korea Electric Power Corporation,1994,Public Utilities,Electric Utilities: Central,NYSE,STK,USD,,
KF,"Korea Fund, Inc. (The)",,n/a,n/a,NYSE,STK,USD,,
KFY,Korn/Ferry International,1999,Technology,Diversified Commercial Services,NYSE,STK,USD,,
KOS,Kosmos Energy Ltd.,2011,Energy,Oil & Gas Production,NYSE,STK,USD,,
KRA,Kraton Corporation,2009,Basic Industries,Major Chemicals,NYSE,STK,USD,,
KR,Kroger Company (The),,Consumer Services,Food Chains,NYSE,STK,USD,,
KRO,Kronos Worldwide Inc,,Basic Industries,Major Chemicals,NYSE,STK,USD,,
KT,KT Corporation,,Public Utilities,Telecommunications Equipment,NYSE,STK,USD,,
LB,"L Brands, Inc.",,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,STK,USD,,
SCX,L.S. Starrett Company (The),,Capital Goods,Industrial Machinery/Components,NYSE,STK,USD,,
LLL,"L3 Technologies, Inc.",,Technology,Radio And Television Broadcasting And Communications Equipment,NYSE,STK,USD,,
LH,Laboratory Corporation of America Holdings,,Health Care,Medical Specialities,NYSE,STK,USD,,
LADR,Ladder Capital Corp,2014,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
LW,"Lamb Weston Holdings, Inc.",2016,Consumer Non-Durables,Packaged Foods,NYSE,STK,USD,,
LCI,Lannett Co Inc,,Health Care,Major Pharmaceuticals,NYSE,STK,USD,,
LPI,"Laredo Petroleum, Inc.",2011,Energy,Oil & Gas Production,NYSE,STK,USD,,
LVS,Las Vegas Sands Corp.,2004,Consumer Services,Hotels/Resorts,NYSE,STK,USD,,
LHO,LaSalle Hotel Properties,1998,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
LTM,LATAM Airlines Group S.A.,,Transportation,Air Freight/Delivery Services,NYSE,STK,USD,,
LDF,"Latin American Discovery Fund, Inc. (The)",,n/a,n/a,NYSE,STK,USD,,
LGI,Lazard Global Total Return and Income Fund,2004,n/a,n/a,NYSE,STK,USD,,
LAZ,Lazard Ltd.,2005,Finance,Investment Managers,NYSE,STK,USD,,
LOR,"Lazard World Dividend & Income Fund, Inc.",2005,n/a,n/a,NYSE,STK,USD,,
LZB,La-Z-Boy Incorporated,,Consumer Durables,Home Furnishings,NYSE,STK,USD,,
LCII,LCI Industries ,,Capital Goods,Auto Parts:O.E.M.,NYSE,STK,USD,,
LFGR,Leaf Group Ltd.,,Technology,EDP Services,NYSE,STK,USD,,
LEA,Lear Corporation,,Capital Goods,Auto Parts:O.E.M.,NYSE,STK,USD,,
LEE,"Lee Enterprises, Incorporated",,Consumer Services,Newspapers/Magazines,NYSE,STK,USD,,
LGC,Legacy Acquisition Corp.,2017,Finance,Business Services,NYSE,STK,USD,,
LM,"Legg Mason, Inc.",,Finance,Investment Managers,NYSE,STK,USD,,
LMHA,"Legg Mason, Inc.",2016,Finance,Investment Managers,NYSE,STK,USD,,
LMHB,"Legg Mason, Inc.",2016,Finance,Investment Managers,NYSE,STK,USD,,
LEG,"Leggett & Platt, Incorporated",,Consumer Durables,Home Furnishings,NYSE,STK,USD,,
JBK,Lehman ABS Corporation,,Finance,Finance: Consumer Services,NYSE,STK,USD,,
KTH,Lehman ABS Corporation,,Finance,Finance: Consumer Services,NYSE,STK,USD,,
KTN,Lehman ABS Corporation,,Finance,Finance: Consumer Services,NYSE,STK,USD,,
KTP,Lehman ABS Corporation,,Finance,Finance: Consumer Services,NYSE,STK,USD,,
LDOS,"Leidos Holdings, Inc.",,Technology,EDP Services,NYSE,STK,USD,,
LEJU,Leju Holdings Limited,2014,Finance,Real Estate,NYSE,STK,USD,,
LC,LendingClub Corporation,2014,Miscellaneous,Business Services,NYSE,STK,USD,,
LEN,Lennar Corporation,,Basic Industries,Homebuilding,NYSE,STK,USD,,
LII,"Lennox International, Inc.",1999,Capital Goods,Industrial Machinery/Components,NYSE,STK,USD,,
LHC,Leo Holdings Corp.,2018,Finance,Business Services,NYSE,STK,USD,,
LXP,Lexington Realty Trust,,n/a,n/a,NYSE,STK,USD,,
LPL,"LG Display Co., Ltd.",2004,Capital Goods,Industrial Machinery/Components,NYSE,STK,USD,,
USA,Liberty All-Star Equity Fund,1986,n/a,n/a,NYSE,STK,USD,,
ASG,"Liberty All-Star Growth Fund, Inc.",,n/a,n/a,NYSE,STK,USD,,
LBRT,Liberty Oilfield Services Inc.,2018,Energy,Oilfield Services/Equipment,NYSE,STK,USD,,
LPT,Liberty Property Trust,,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
LSI,"Life Storage, Inc.",,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
LITB,"LightInTheBox Holding Co., Ltd.",2013,Consumer Services,Catalog/Specialty Distribution,NYSE,STK,USD,,
LNC,Lincoln National Corporation,,Finance,Life Insurance,NYSE,STK,USD,,
LNN,Lindsay Corporation,,Capital Goods,Industrial Machinery/Components,NYSE,STK,USD,,
LN,LINE Corporation,2016,Technology,"Computer Software: Programming, Data Processing",NYSE,STK,USD,,
LKM,Link Motion Inc.,2011,Technology,Computer Software: Prepackaged Software,NYSE,STK,USD,,
LAD,"Lithia Motors, Inc.",,Consumer Durables,Automotive Aftermarket,NYSE,STK,USD,,
LAC,Lithium Americas Corp.,,Basic Industries,Precious Metals,NYSE,STK,USD,,
LYV,"Live Nation Entertainment, Inc.",,Consumer Services,Services-Misc. Amusement & Recreation,NYSE,STK,USD,,
LYG,Lloyds Banking Group Plc,,Finance,Commercial Banks,NYSE,STK,USD,,
SCD,LMP Capital and Income Fund Inc.,2004,n/a,n/a,NYSE,STK,USD,,
LMT,Lockheed Martin Corporation,,Capital Goods,Military/Government/Technical,NYSE,STK,USD,,
L,Loews Corporation,,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,2017,Capital Goods,Building Materials,NYSE,STK,USD,,
LPX,Louisiana-Pacific Corporation,,Basic Industries,Forest Products,NYSE,STK,USD,,
LOW,"Lowe&#39;s Companies, Inc.",,Consumer Services,RETAIL: Building Materials,NYSE,STK,USD,,
LXU,Lsb Industries Inc.,,Basic Industries,Major Chemicals,NYSE,STK,USD,,
LKSD,"LSC Communications, Inc.",2016,Miscellaneous,Publishing,NYSE,STK,USD,,
LTC,"LTC Properties, Inc.",,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
LUB,"Luby&#39;s, Inc.",,Consumer Services,Restaurants,NYSE,STK,USD,,
LL,"Lumber Liquidators Holdings, Inc",2007,Consumer Services,RETAIL: Building Materials,NYSE,STK,USD,,
LXFR,Luxfer Holdings PLC,2012,Basic Industries,Major Chemicals,NYSE,STK,USD,,
LXFT,"Luxoft Holding, Inc.",2013,Technology,EDP Services,NYSE,STK,USD,,
LDL,"Lydall, Inc.",,Capital Goods,Auto Parts:O.E.M.,NYSE,STK,USD,,
WLH,Lyon William Homes,2013,Capital Goods,Homebuilding,NYSE,STK,USD,,
LYB,LyondellBasell Industries NV,,Basic Industries,Major Chemicals,NYSE,STK,USD,,
MTB,M&T Bank Corporation,,Finance,Major Banks,NYSE,STK,USD,,
MDC,"M.D.C. Holdings, Inc.",,Capital Goods,Homebuilding,NYSE,STK,USD,,
MHO,"M/I Homes, Inc.",1993,Capital Goods,Homebuilding,NYSE,STK,USD,,
MAC,Macerich Company (The),1994,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
CLI,Mack-Cali Realty Corporation,,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MFD,Macquarie First Trust Global,2004,n/a,n/a,NYSE,STK,USD,,
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,2005,n/a,n/a,NYSE,STK,USD,,
MIC,Macquarie Infrastructure Corporation ,2004,Energy,Oil Refining/Marketing,NYSE,STK,USD,,
BMA,Macro Bank Inc.,,Finance,Commercial Banks,NYSE,STK,USD,,
M,Macy&#39;s Inc,,Consumer Services,Department/Specialty Retail Stores,NYSE,STK,USD,,
MCN,Madison Covered Call & Equity Strategy Fund,2004,n/a,n/a,NYSE,STK,USD,,
MSP,Madison Strategic Sector Premium Fund,2005,n/a,n/a,NYSE,STK,USD,,
MMP,Magellan Midstream Partners L.P.,,Energy,Natural Gas Distribution,NYSE,STK,USD,,
MGA,"Magna International, Inc.",,Capital Goods,Auto Parts:O.E.M.,NYSE,STK,USD,,
MX,MagnaChip Semiconductor Corporation,2011,Technology,Semiconductors,NYSE,STK,USD,,
MHLA,"Maiden Holdings, Ltd.",2016,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
MHNC,"Maiden Holdings, Ltd.",2013,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
MAIN,Main Street Capital Corporation,2007,n/a,n/a,NYSE,STK,USD,,
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,2012,n/a,n/a,NYSE,STK,USD,,
MNK,Mallinckrodt plc,2013,Health Care,Major Pharmaceuticals,NYSE,STK,USD,,
MZF,Managed Duration Investment Grade Municipal Fund,2003,n/a,n/a,NYSE,STK,USD,,
MANU,Manchester United Ltd.,2012,Consumer Services,Services-Misc. Amusement & Recreation,NYSE,STK,USD,,
MTW,"Manitowoc Company, Inc. (The)",,Capital Goods,Construction/Ag Equipment/Trucks,NYSE,STK,USD,,
MN,"Manning & Napier, Inc.",2011,Finance,Investment Managers,NYSE,STK,USD,,
MAN,ManpowerGroup,,Technology,Professional Services,NYSE,STK,USD,,
MFC,Manulife Financial Corp,,Finance,Life Insurance,NYSE,STK,USD,,
MRO,Marathon Oil Corporation,,Energy,Oil & Gas Production,NYSE,STK,USD,,
MPC,Marathon Petroleum Corporation,,Energy,Integrated oil Companies,NYSE,STK,USD,,
MMI,"Marcus & Millichap, Inc.",2013,Finance,Real Estate,NYSE,STK,USD,,
MCS,Marcus Corporation (The),,Consumer Services,Movies/Entertainment,NYSE,STK,USD,,
MPX,Marine Products Corporation,,Capital Goods,Marine Transportation,NYSE,STK,USD,,
HZO,"MarineMax, Inc.",1998,Consumer Services,Other Specialty Stores,NYSE,STK,USD,,
MKL,Markel Corporation,1986,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
VAC,Marriot Vacations Worldwide Corporation,,Finance,Real Estate,NYSE,STK,USD,,
MMC,"Marsh & McLennan Companies, Inc.",,Finance,Specialty Insurers,NYSE,STK,USD,,
MLM,"Martin Marietta Materials, Inc.",1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,STK,USD,,
MAS,Masco Corporation,,Basic Industries,Forest Products,NYSE,STK,USD,,
DOOR,Masonite International Corporation,,Basic Industries,Forest Products,NYSE,STK,USD,,
MTZ,"MasTec, Inc.",,Basic Industries,Water Supply,NYSE,STK,USD,,
MA,Mastercard Incorporated,2006,Miscellaneous,Business Services,NYSE,STK,USD,,
MTDR,Matador Resources Company,2012,Energy,Oil & Gas Production,NYSE,STK,USD,,
MTRN,Materion Corporation,,Capital Goods,Industrial Specialties,NYSE,STK,USD,,
MATX,"Matson, Inc.",,Consumer Services,Marine Transportation,NYSE,STK,USD,,
MLP,"Maui Land & Pineapple Company, Inc.",,Finance,Real Estate,NYSE,STK,USD,,
MAXR,Maxar Technologies Ltd.,,Technology,Radio And Television Broadcasting And Communications Equipment,NYSE,STK,USD,,
MMS,"Maximus, Inc.",1997,Miscellaneous,Business Services,NYSE,STK,USD,,
MXL,"MaxLinear, Inc",2010,Technology,Semiconductors,NYSE,STK,USD,,
MBI,"MBIA, Inc.",1987,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
MKC,"McCormick & Company, Incorporated",,Consumer Non-Durables,Packaged Foods,NYSE,STK,USD,,
MDR,"McDermott International, Inc.",,Capital Goods,Metal Fabrications,NYSE,STK,USD,,
MCD,McDonald&#39;s Corporation,,Consumer Services,Restaurants,NYSE,STK,USD,,
MUX,McEwen Mining Inc.,,Basic Industries,Precious Metals,NYSE,STK,USD,,
MCK,McKesson Corporation,,Health Care,Other Pharmaceuticals,NYSE,STK,USD,,
MDU,"MDU Resources Group, Inc.",,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,STK,USD,,
MTL,Mechel PAO,2004,Basic Industries,Steel/Iron Ore,NYSE,STK,USD,,
MRT,"MedEquities Realty Trust, Inc.",2016,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MPW,"Medical Properties Trust, Inc.",2005,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MED,MEDIFAST INC,,Consumer Non-Durables,Packaged Foods,NYSE,STK,USD,,
MCC,Medley Capital Corporation,2011,n/a,n/a,NYSE,STK,USD,,
MCV,Medley Capital Corporation,,n/a,n/a,NYSE,STK,USD,,
MCX,Medley Capital Corporation,2015,n/a,n/a,NYSE,STK,USD,,
MDLQ,Medley LLC,2017,Finance,Investment Managers,NYSE,STK,USD,,
MDLX,Medley LLC,2016,Finance,Investment Managers,NYSE,STK,USD,,
MDLY,Medley Management Inc.,2014,Finance,Investment Managers,NYSE,STK,USD,,
MD,"Mednax, Inc",,Health Care,Hospital/Nursing Management,NYSE,STK,USD,,
MDT,Medtronic plc,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE,STK,USD,,
MRK,"Merck & Company, Inc.",,Health Care,Major Pharmaceuticals,NYSE,STK,USD,,
MCY,Mercury General Corporation,,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
MDP,Meredith Corporation,,Consumer Services,Newspapers/Magazines,NYSE,STK,USD,,
MTH,Meritage Corporation,,Capital Goods,Homebuilding,NYSE,STK,USD,,
MTOR,"Meritor, Inc.",,Capital Goods,Auto Parts:O.E.M.,NYSE,STK,USD,,
PIY,"Merrill Lynch Depositor, Inc.",,Finance,Finance: Consumer Services,NYSE,STK,USD,,
MTR,Mesa Royalty Trust,,Energy,Oil & Gas Production,NYSE,STK,USD,,
MSB,Mesabi Trust,,Basic Industries,Precious Metals,NYSE,STK,USD,,
MEI,"Methode Electronics, Inc.",,Capital Goods,Electrical Products,NYSE,STK,USD,,
MET,"MetLife, Inc.",2000,Finance,Life Insurance,NYSE,STK,USD,,
MCB,Metropolitan Bank Holding Corp.,2017,Finance,Major Banks,NYSE,STK,USD,,
MTD,"Mettler-Toledo International, Inc.",1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE,STK,USD,,
MXE,"Mexico Equity and Income Fund, Inc. (The)",,n/a,n/a,NYSE,STK,USD,,
MXF,"Mexico Fund, Inc. (The)",,n/a,n/a,NYSE,STK,USD,,
MFA,"MFA Financial, Inc.",,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MFO,"MFA Financial, Inc.",,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MFCB,MFC Bancorp Ltd.,,Finance,Commercial Banks,NYSE,STK,USD,,
MCR,MFS Charter Income Trust,1989,n/a,n/a,NYSE,STK,USD,,
MGF,MFS Government Markets Income Trust,1987,n/a,n/a,NYSE,STK,USD,,
MIN,MFS Intermediate Income Trust,1988,n/a,n/a,NYSE,STK,USD,,
MMT,MFS Multimarket Income Trust,1987,n/a,n/a,NYSE,STK,USD,,
MFM,MFS Municipal Income Trust,1986,n/a,n/a,NYSE,STK,USD,,
MFV,MFS Special Value Trust,,n/a,n/a,NYSE,STK,USD,,
MTG,MGIC Investment Corporation,1991,Finance,Property-Casualty Insurers,NYSE,STK,USD,,
MGP,MGM Growth Properties LLC,2016,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MGM,MGM Resorts International,,Consumer Services,Hotels/Resorts,NYSE,STK,USD,,
KORS,Michael Kors Holdings Limited,2011,Consumer Non-Durables,Apparel,NYSE,STK,USD,,
MFGP,Micro Focus Intl PLC,2017,Technology,Computer Software: Prepackaged Software,NYSE,STK,USD,,
MAA,"Mid-America Apartment Communities, Inc.",1994,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MSL,MidSouth Bancorp,,Finance,Major Banks,NYSE,STK,USD,,
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",2016,Energy,Oil & Gas Production,NYSE,STK,USD,,
MCRN,Milacron Holdings Corp.,2015,Technology,Industrial Machinery/Components,NYSE,STK,USD,,
MLR,"Miller Industries, Inc.",,Capital Goods,Construction/Ag Equipment/Trucks,NYSE,STK,USD,,
HIE,Miller/Howard High Income Equity Fund,2014,n/a,n/a,NYSE,STK,USD,,
MTX,Minerals Technologies Inc.,1992,Basic Industries,Major Chemicals,NYSE,STK,USD,,
MG,Mistras Group Inc,2009,Consumer Services,Military/Government/Technical,NYSE,STK,USD,,
MUFG,Mitsubishi UFJ Financial Group Inc,,Finance,Commercial Banks,NYSE,STK,USD,,
MIXT,MiX Telematics Limited,2013,Technology,Computer Software: Prepackaged Software,NYSE,STK,USD,,
MFG,"Mizuho Financial Group, Inc.",,Finance,Major Banks,NYSE,STK,USD,,
MBT,Mobile TeleSystems OJSC,,Public Utilities,Telecommunications Equipment,NYSE,STK,USD,,
MODN,"Model N, Inc.",2013,Technology,"Computer Software: Programming, Data Processing",NYSE,STK,USD,,
MOD,Modine Manufacturing Company,,Capital Goods,Auto Parts:O.E.M.,NYSE,STK,USD,,
MC,Moelis & Company,2014,Finance,Investment Managers,NYSE,STK,USD,,
MHK,"Mohawk Industries, Inc.",,Consumer Durables,Home Furnishings,NYSE,STK,USD,,
MOH,Molina Healthcare Inc,2003,Health Care,Medical Specialities,NYSE,STK,USD,,
TAP,Molson Coors Brewing  Company,,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,STK,USD,,
MNR,Monmouth Real Estate Investment Corporation,,Consumer Services,Real Estate Investment Trusts,NYSE,STK,USD,,
MCO,Moody&#39;s Corporation,,Finance,Finance: Consumer Services,NYSE,STK,USD,,
MS,Morgan Stanley,,Finance,Investment Bankers/Brokers/Service,NYSE,STK,USD,,
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",,n/a,n/a,NYSE,STK,USD,,
CAF,Morgan Stanley China A Share Fund Inc.,2006,n/a,n/a,NYSE,STK,USD,,
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",1993,n/a,n/a,NYSE,STK,USD,,
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",2007,n/a,n/a,NYSE,STK,USD,,
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",1991,n/a,n/a,NYSE,STK,USD,,
